,Composizione,mg/100g di parte edibile
0,Lisina:,1791
1,Istidina:,689
2,Arginina:,1341
3,Acido aspartico:,1917
4,Treonina:,953
5,Serina:,885
6,Acido glutamico:,2825
7,Prolina:,733
8,Glicina:,900
9,Alanina:,1148
10,Cistina:,246
11,Valina:,1036
12,Metionina:,623
13,Isoleucina:,980
14,Leucina:,1641
15,Tirosina:,679
16,Fenilalanina:,823
17,Triptofano:,215
18,Indice Chimico:,100
19,Aminoacido limitante:,Trip.
