,Composizione,g/100g di parte edibile
0,Saturi totali (%):,1.67
1,C4:0÷C10:0,0
2,C12:0,0
3,C14:0,0.11
4,C16:0,0.87
5,C18:0,0.6
6,C20:0,0
7,C22:0,0
8,Monoinsaturi totali (%):,1.63
9,C14:1,0.08
10,C16:1,0.13
11,C18:1,1.26
12,C20:1,0
13,C22:1,0.12
14,Polinsaturi totali (%):,0.99
15,C18:2,0.47
16,C18:3,0.09
17,C20:4,0.14
18,C20:5,0.11
19,C22:6,0.05
20,Rapporto Polinsaturi/Saturi:,0.6
