,Composizione,mg/100g di parte edibile
0,Lisina:,1189
1,Istidina:,464
2,Arginina:,882
3,Acido aspartico:,1507
4,Treonina:,614
5,Serina:,614
6,Acido glutamico:,2333
7,Prolina:,794
8,Glicina:,1061
9,Alanina:,942
10,Cistina:,159
11,Valina:,758
12,Metionina:,401
13,Isoleucina:,713
14,Leucina:,1207
15,Tirosina:,467
16,Fenilalanina:,569
17,Triptofano:,146
18,Indice Chimico:,90
19,Aminoacido limitante:,Trip.
