,Composizione,mg/100g di parte edibile
0,Lisina:,258
1,Istidina:,251
2,Arginina:,405
3,Acido aspartico:,554
4,Treonina:,334
5,Serina:,432
6,Acido glutamico:,1642
7,Prolina:,793
8,Glicina:,330
9,Alanina:,650
10,Cistina:,152
11,Valina:,472
12,Metionina:,155
13,Isoleucina:,350
14,Leucina:,1028
15,Tirosina:,320
16,Fenilalanina:,441
17,Triptofano:,61
18,Indice Chimico:,51
19,Aminoacido limitante:,Lis.
