,Composizione chimica,valore per 100g
0,Parte edibile (%):,86
1,Acqua (g):,86.2
2,Proteine (g):,0.8
3,Lipidi(g):,0.1
4,Colesterolo (mg):,0
5,Carboidrati disponibili (g):,9
6,Amido (g):,0
7,Zuccheri solubili (g):,9
8,Fibra totale (g):,1.3
9,Fibra solubile (g):,0.49
10,Fibra insolubile (g):,0.8
11,Alcol (g):,0
12,Energia (kcal):,38
13,Energia (kJ):,158
14,Sodio (mg):,3
15,Potassio (mg):,229
16,Ferro (mg):,0.6
17,Calcio (mg):,30
18,Fosforo (mg):,18
19,Magnesio (mg):,
20,Zinco (mg):,
21,Rame (mg):,
22,Selenio (µg):,
23,Tiamina (mg):,0.03
24,Riboflavina (mg):,0.03
25,Niacina (mg):,0.5
26,Vitamina A retinolo eq. (µg):,19
27,Vitamina C (mg):,11
28,Vitamina E (mg):,
