Minerali,per porzione,% RDA
Calcio,"50,8 mg","5,1 %"
Rame,"< 0,1 mg","5,8 %"
Ferro,"0,4 mg","2,5 %"
Magnesio,"13,3 mg","4,4 %"
Manganese,"0,4 mg","20,0 %"
Fosforo,"12,7 mg","1,8 %"
Potassio,"38,1 mg","1,9 %"
Selenio,"< 0,1 mg","0,4 %"
Zinco,"< 0,1 mg","1,3 %"
