Minerali,per porzione,% RDA
Calcio,"82,4 mg","8,2 %"
Rame,"0,2 mg","15,4 %"
Ferro,"1,1 mg","7,2 %"
Magnesio,"35,1 mg","11,7 %"
Manganese,"0,5 mg","25,1 %"
Fosforo,"64,8 mg","9,3 %"
Potassio,"476,6 mg","23,8 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,2 mg","2,9 %"
