,0,1,2,3
1,Proteine(%): 6,,,
2,Lisina:,422,7.03,
3,Istidina:,168,2.8,
4,Arginina:,387,6.45,
5,Acido aspartico:,717,11.95,
6,Treonina:,246,4.1,
7,Serina:,354,5.9,
8,Acido glutamico:,957,15.95,
9,Prolina:,248,4.13,
10,Glicina:,240,4,
11,Alanina:,258,4.3,
12,Cistina:,56,0.93,
13,Valina:,353,5.88,
14,Metionina:,62,1.03,
15,Isoleucina:,323,5.38,
16,Leucina:,513,8.55,
17,Tirosina:,195,3.25,
18,Fenilalanina:,372,6.2,
19,Triptofano:,54,0.9,
20,Indice Chimico:,79,,
21,Aminoacido limitante:,Solf.,,
