0,1
Grassi saturi totali,33.12
C4:0\÷C10:0 (laurico),0.27
C12:0 (laurico),0.07
C14:0 (miristico),0.62
C16:0 (palmitico),21.07
C18:0 (stearico),11.09
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,37.14
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),1.29
C18:1 (oleico),33.63
C20:1 (eicosaenoico),2.22
C22:1 (erucico),0.00
Grassi polinsaturi totali,28.77
C18:2 W6 (linoleico),25.83
C18:3 W3 (linolenico),2.94
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.90
