Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (275 g)
Grassi,"4,5 g","12,4 g"
- Acidi Grassi saturi,"0,7 g","1,92 g"
Carboidrati,24 g,66 g
- Zuccheri,"1,9 g","5,22 g"
Fibra alimentare,"2,6 g","7,15 g"
Proteine,6 g,"16,5 g"
Sale,"0,99 g","2,72 g"
Sodio,"0,39 g","1,07 g"
Nutrition score - France,0,0
Nutri-Score,B,B
