Valori nutrizionali,per porzione,% RDA
Valore calorico,113 kcal 473 kJ,"5,7 %"
Grassi,"1,2 g","1,8 %"
Grassi saturi,"0,6 g","2,7 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"22,0 g","30,1 %"
Sale,"1,5 g","25,0 %"
Fibre alimentari,"0,0 g","0,0 %"
