0,1,2
Calorie,kcal,232.0
Calorie,kj,971.0
Grassi,g,16.9
Carboidrati,g,0.08
Proteine,g,18.51
Fibre,g,0.0
Acqua,g,63.66
Ceneri,g,0.94
Minerali,,
Calcio,mg,11.0
Sodio,mg,47.0
Fosforo,mg,181.0
Potassio,mg,213.0
Ferro,mg,1.41
Magnesio,mg,21.0
Zinco,mg,1.32
Rame,mg,0.063
Manganese,mg,0.027999999999999997
Selenio,mcg,12.2
Vitamine,,
Retinolo (Vit. A),mcg,272.0
"Vitamina A, IU",IU,905.0
"Vitamina A, RAE",mcg_RAE,272.0
Tiamina (Vit. B1),mg,0.065
Riboflavina (Vit. B2),mg,0.183
Niacina (Vit. B3),mg,7.074
Acido Pantotenico (Vit. B5),mg,1.101
Piridossina (Vit. B6),mg,0.36
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,27.0
"Folato, DFE",mcg_DFE,27.0
"Folati, totali",mcg,27.0
Cobalamina (Vit. B12),mcg,1.01
Acido ascorbico (Vit. C),mg,2.6
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,7.16
"Acidi grassi, polinsaturi",g,3.6
"Acidi grassi, saturi",g,4.89
Colesterolo,mg,87.0
Grassi saturi,,
10:0,g,0.0
12:0,g,0.02
14:0,g,0.14
16:0,g,3.57
18:0,g,0.98
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.95
18:1 indifferenziato,g,5.93
20:1,g,0.18
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,3.25
18:3 indifferenziato,g,0.16
20:4 indifferenziato,g,0.07
20:5 n-3,g,0.01
22:5 n-3,g,0.01
22:6 n-3,g,0.02
Aminoacidi,,
Acido aspartico,g,1.67
Acido glutammico,g,2.733
Alanina,g,1.079
Arginina,g,1.172
Cistina,g,0.248
Fenilalanina,g,0.733
Glicina,g,1.189
Isoleucina,g,0.934
Istidina,g,0.545
Leucina,g,1.369
Lisina,g,1.514
Metionina,g,0.495
Prolina,g,0.902
Serina,g,0.6659999999999999
Tirosina,g,0.603
Treonina,g,0.7759999999999999
Triptofano,g,0.209
Valina,g,0.9129999999999999
Altro,,
