,0,1,2,3
1,Proteine(%): 16.1,,,
2,Lisina:,1010,6.27,
3,Istidina:,360,2.24,
4,Arginina:,450,2.8,
5,Acido aspartico:,1020,6.34,
6,Treonina:,530,3.29,
7,Serina:,770,4.78,
8,Acido glutamico:,2630,16.34,
9,Prolina:,1480,9.19,
10,Glicina:,250,1.55,
11,Alanina:,430,2.67,
12,Cistina:,100,0.62,
13,Valina:,820,5.09,
14,Metionina:,400,2.48,
15,Isoleucina:,630,3.91,
16,Leucina:,1250,7.76,
17,Tirosina:,760,4.72,
18,Fenilalanina:,680,4.22,
19,Triptofano:,220,1.37,
20,Indice Chimico:,97,,
21,Aminoacido limitante:,Treo.,,
