0,1
Grassi saturi totali,47.10
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.15
C14:0 (miristico),1.00
C16:0 (palmitico),41.21
C18:0 (stearico),4.34
C20:0 (arachidico),0.40
C22:0 (beenico),0.00
Grassi monoinsaturi totali,38.92
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.37
C18:1 (oleico),38.45
C20:1 (eicosaenoico),0.10
C22:1 (erucico),0.00
Grassi polinsaturi totali,12.58
C18:2 W6 (linoleico),9.28
C18:3 W3 (linolenico),3.30
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.30
