Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,7 g,"-21%8,9 g","-21%8,9 g","-21%8,86 g","-21%8,91 g","-19%8,64 g","-32%10,3 g"
- Acidi Grassi saturi,"3,7 g","-16%4,41 g","-16%4,41 g","-16%4,39 g","-16%4,41 g","-1%3,74 g","-32%5,48 g"
Carboidrati,29 g,"+1%28,7 g","+1%28,7 g","+1%28,7 g","+2%28,5 g","+16%25,1 g","+2%28,4 g"
- Zuccheri,"3,3 g","+19%2,77 g","+19%2,77 g","+21%2,73 g","+18%2,79 g","-7%3,53 g","-68%10,4 g"
Fibra alimentare,"2,8 g","+28%2,19 g","+28%2,19 g","+30%2,16 g","+30%2,15 g","+22%2,3 g","+30%2,16 g"
Proteine,"9,8 g","-1%9,94 g","-1%9,94 g","-2%9,98 g","-0%9,84 g","+17%8,41 g","+28%7,65 g"
Sale,"1,2 g","-5%1,26 g","-5%1,26 g","-5%1,26 g","-4%1,25 g","+8%1,11 g","+47%0,814 g"
Sodio,"0,472 g","-5%0,496 g","-5%0,496 g","-5%0,496 g","-4%0,492 g","+8%0,437 g","+47%0,32 g"
Nutrition score - France,3,"-60%7,42","-60%7,42","-60%7,52","-60%7,42","-53%6,45","-69%9,54"
Nutri-Score,C,C,C,C,C,C,C
