0,1
Grassi saturi totali,0.34
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),2.00
C14:0 (miristico),4.00
C16:0 (palmitico),0.22
C18:0 (stearico),0.09
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,1.18
C14:1 (miristoleico),
C16:1 (palmitoleico),0.01
C18:1 (oleico),1.06
C20:1 (eicosaenoico),0.07
C22:1 (erucico),0.02
Grassi polinsaturi totali,0.73
C18:2 W6 (linoleico),0.59
C18:3 W3 (linolenico),0.13
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,2.10
