Valori nutrizionali,per porzione,% RDA
Valore calorico,372 kcal 1.557 kJ,"18,6 %"
Grassi,"1,6 g","2,4 %"
Grassi saturi,"0,2 g","1,0 %"
Grassi monoinsaturi,"0,2 g","0,6 %"
Grassi polinsaturi,"0,6 g","4,3 %"
Carboidrati,"74,8 g","27,9 %"
Zuccheri,"2,7 g","5,4 %"
Proteine,"13,4 g","18,3 %"
Fibre alimentari,"10,6 g","3,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"8,3 g","0,4 %"
