0,1,2
Calorie,kcal,239.0
Calorie,kj,999.0
Grassi,g,9.61
Carboidrati,g,30.84
Proteine,g,7.26
Fibre,g,4.2
Zuccheri,g,3.53
Acqua,g,50.48
Amido,g,4.57
Ceneri,g,1.81
Minerali,,
Calcio,mg,34.0
Sodio,mg,587.0
Fosforo,mg,72.0
Potassio,mg,221.0
Ferro,mg,2.96
Magnesio,mg,32.0
Zinco,mg,0.99
Rame,mg,0.21100000000000002
Manganese,mg,0.48100000000000004
Selenio,mcg,10.7
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,212.0
"Vitamina A, RAE",mcg_RAE,11.0
Tiamina (Vit. B1),mg,0.39299999999999996
Riboflavina (Vit. B2),mg,0.23600000000000002
Niacina (Vit. B3),mg,2.889
Acido Pantotenico (Vit. B5),mg,0.008
Piridossina (Vit. B6),mg,0.09
Acido folico (Vit. B9 o M o Folacina),mcg,62.0
Folato alimentare,mcg,17.0
"Folato, DFE",mcg_DFE,123.0
"Folati, totali",mcg,80.0
Acido ascorbico (Vit. C),mg,0.8
Alpha-tocoferolo (Vit. E),mg,0.64
Fillochinone (Vit. K),mcg,6.8
Colina totale (Vit. J),mg,22.5
"Carotene, beta",mcg,117.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,21.0
Licopene,mcg,2533.0
Luteina + zeaxantina,mcg,52.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,3.7889999999999997
"Acidi grassi, polinsaturi",g,1.358
"Acidi grassi, saturi",g,2.949
Colesterolo,mg,8.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.196
15:0,g,0.0
16:0,g,1.777
17:0,g,0.0
18:0,g,0.976
20:0,g,0.0
22:0,g,0.0
24:0,g,0.0
Grassi monoinsaturi,,
14:1,g,0.0
16:1 indifferenziato,g,0.287
18:1 indifferenziato,g,3.502
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,1.199
18:3 indifferenziato,g,0.159
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Altro,,
