Minerali,per porzione,% RDA
Calcio,"13,6 mg","1,4 %"
Rame,"0,7 mg","72,4 %"
Ferro,"14,3 mg","95,2 %"
Magnesio,"95,2 mg","31,7 %"
Manganese,"< 0,1 mg","3,7 %"
Fosforo,"714,0 mg","102,0 %"
Potassio,"1.264,8 mg","63,2 %"
Selenio,"< 0,1 mg","146,2 %"
Zinco,"5,7 mg","81,6 %"
