0,1
Grassi saturi totali,5.10
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.15
C16:0 (palmitico),2.43
C18:0 (stearico),1.54
C20:0 (arachidico),0.04
C22:0 (beenico),0.00
Grassi monoinsaturi totali,6.05
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.33
C18:1 (oleico),5.16
C20:1 (eicosaenoico),0.35
C22:1 (erucico),0.00
Grassi polinsaturi totali,2.45
C18:2 W6 (linoleico),1.89
C18:3 W3 (linolenico),0.16
C20:4 W6 (arachidonico),0.35
C20:5 W3 (eicosapentaenoico - EPA),0.04
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.50
