Valori nutrizionali,per porzione,% RDA
Valore calorico,62 kcal 261 kJ,"3,1 %"
Grassi,"5,3 g","8,2 %"
Grassi saturi,"0,8 g","3,6 %"
Grassi monoinsaturi,"1,4 g","5,0 %"
Grassi polinsaturi,"2,9 g","19,2 %"
Carboidrati,"3,8 g","1,4 %"
Zuccheri,"3,2 g","6,4 %"
Proteine,"0,1 g","0,2 %"
Fibre alimentari,"< 0,1 g","< 0,1 %"
Colesterolo,"4,2 mg","13,9 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"6,4 g","0,3 %"
