0,1
Grassi saturi totali,6.15
C4:0\÷C10:0 (laurico),0.01
C12:0 (laurico),0.01
C14:0 (miristico),0.21
C16:0 (palmitico),3.93
C18:0 (stearico),1.95
C20:0 (arachidico),0.03
C22:0 (beenico),
Grassi monoinsaturi totali,8.40
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.53
C18:1 (oleico),7.67
C20:1 (eicosaenoico),0.19
C22:1 (erucico),0.00
Grassi polinsaturi totali,1.60
C18:2 W6 (linoleico),1.58
C18:3 W3 (linolenico),0.00
C20:4 W6 (arachidonico),0.01
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.30
