Valori nutrizionali,per porzione,% RDA
Valore calorico,438 kcal 1.835 kJ,"21,9 %"
Grassi,"36,5 g","56,2 %"
Grassi saturi,"22,4 g","102,0 %"
Grassi monoinsaturi,"11,5 g","39,8 %"
Grassi polinsaturi,"0,7 g","4,4 %"
Carboidrati,"0,7 g","0,2 %"
Zuccheri,"0,7 g","1,3 %"
Proteine,"26,9 g","36,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"120,6 mg","402,0 %"
Sodio,"1,1 g","0,2 %"
Acqua,"64,9 g","3,2 %"
