Minerali,per porzione,% RDA
Calcio,"2,2 mg","0,2 %"
Rame,"< 0,1 mg","2,8 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"3,9 mg","1,3 %"
Manganese,"< 0,1 mg","1,8 %"
Fosforo,"7,1 mg","1,0 %"
Potassio,"68,5 mg","3,4 %"
Selenio,"< 0,1 mg","0,4 %"
Zinco,"< 0,1 mg","0,6 %"
