Minerali,per porzione,% RDA
Calcio,"1,1 mg","0,1 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,3 mg","2,1 %"
Magnesio,"1,7 mg","0,6 %"
Manganese,"< 0,1 mg","2,8 %"
Fosforo,"6,8 mg","1,0 %"
Potassio,"8,2 mg","0,4 %"
Selenio,"< 0,1 mg","1,2 %"
Zinco,"< 0,1 mg","1,2 %"
