Valori nutrizionali,per porzione,% RDA
Valore calorico,255 kcal 1.067 kJ,"12,7 %"
Grassi,"1,1 g","1,7 %"
Grassi saturi,"0,2 g","0,8 %"
Grassi monoinsaturi,"0,3 g","0,9 %"
Grassi polinsaturi,"0,9 g","5,9 %"
Carboidrati,"47,4 g","17,7 %"
Zuccheri,"0,7 g","1,3 %"
Proteine,"15,0 g","20,5 %"
Fibre alimentari,"19,1 g","6,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"116,1 g","5,8 %"
