Valori nutrizionali,per porzione,% RDA
Valore calorico,512 kcal 2.142 kJ,"25,6 %"
Grassi,"2,3 g","3,5 %"
Grassi saturi,"0,4 g","1,7 %"
Grassi monoinsaturi,"0,5 g","1,6 %"
Grassi polinsaturi,"0,9 g","6,3 %"
Carboidrati,"87,4 g","32,6 %"
Zuccheri,"8,6 g","17,1 %"
Proteine,"39,2 g","53,7 %"
Fibre alimentari,"37,5 g","12,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"16,5 g","0,8 %"
