Minerali,per porzione,% RDA
Calcio,"15,6 mg","1,6 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,3 mg","2,3 %"
Magnesio,"20,8 mg","6,9 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"19,0 mg","2,7 %"
Potassio,"178,2 mg","8,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,0 mg","0,0 %"
