0,1,2
Calorie,kcal,382.0
Grassi,g,6.800000190734861
Carboidrati,g,74.8000030517578
Proteine,g,5.400000095367429
Fibre,g,3.29999995231628
Zuccheri,g,23.899999618530302
Minerali,,
Calcio,mg,800.0
Sodio,mg,400.0
Ferro,mg,7.0
Vitamine,,
Tiamina (Vit. B1),mg,1.29999995231628
Riboflavina (Vit. B2),mg,1.5
Niacina (Vit. B3),mg,16.8999996185303
Acido Pantotenico (Vit. B5),mg,5.599999904632571
Piridossina (Vit. B6),mg,1.87000000476837
Acido folico (Vit. B9 o M o Folacina),mcg,187.0
"Vitamina B-12, aggiunta",mcg,0.9399999976158141
"Vitamina E, aggiunta",mg,9.39999961853027
Zuccheri,,
Lipidi,,
"Acidi grassi, saturi",g,3.20000004768372
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Altro,,
