,0,1,2,3
1,Proteine(%): 1,,,
2,Lisina:,30,3,
3,Istidina:,17,1.7,
4,Arginina:,24,2.4,
5,Acido aspartico:,129,12.9,
6,Treonina:,25,2.5,
7,Serina:,28,2.8,
8,Acido glutamico:,457,45.7,
9,Prolina:,18,1.8,
10,Glicina:,20,2,
11,Alanina:,27,2.7,
12,Cistina:,7,0.7,
13,Valina:,24,2.4,
14,Metionina:,7,0.7,
15,Isoleucina:,20,2,
16,Leucina:,30,3,
17,Tirosina:,14,1.4,
18,Fenilalanina:,20,2,
19,Triptofano:,9,0.9,
20,Indice Chimico:,45,,
21,Aminoacido limitante:,Leu.,,
