Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (20 x 10g)
Grassi,82 g,"8,2 g"
- Acidi Grassi saturi,60 g,6 g
Carboidrati,1 g,"0,1 g"
- Zuccheri,1 g,"0,1 g"
Fibra alimentare,0 g,0 g
Proteine,1 g,"0,1 g"
Sale,0 g,0 g
Sodio,0 g,0 g
Nutrition score - France,19,19
Nutri-Score,E,E
