Minerali,per porzione,% RDA
Calcio,"28,8 mg","2,9 %"
Rame,"0,3 mg","29,3 %"
Ferro,"5,2 mg","34,9 %"
Magnesio,"57,6 mg","19,2 %"
Manganese,"< 0,1 mg","2,9 %"
Fosforo,"479,5 mg","68,5 %"
Potassio,"788,6 mg","39,4 %"
Selenio,"< 0,1 mg","222,7 %"
Zinco,"10,8 mg","154,6 %"
