Valori nutrizionali,per porzione,% RDA
Valore calorico,379 kcal 1.588 kJ,"19,0 %"
Grassi,"19,8 g","30,4 %"
Grassi saturi,"4,0 g","18,2 %"
Grassi monoinsaturi,"11,9 g","40,9 %"
Grassi polinsaturi,"2,4 g","16,1 %"
Carboidrati,"45,0 g","16,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"5,4 g","7,4 %"
Fibre alimentari,"4,2 g","1,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,0 g","0,2 %"
Acqua,"59,2 g","3,0 %"
