,0,1,2
1,Parte edibile (%):,99,
2,Acqua (g):,95.6,
3,Proteine (g):,0.8,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,1.8,
7,Amido (g):,0,
8,Zuccheri solubili (g):,1.8,
9,Fibra totale (g):,1.3,
10,Fibra solubile (g):,0.07,
11,Fibra insolubile (g):,1.23,
12,Alcol (g):,0,
13,Energia (kcal):,11,
14,Energia (kJ):,45,
15,Sodio (mg):,59,
16,Potassio (mg):,240,
17,Ferro (mg):,0.9,
18,Calcio (mg):,39,
19,Fosforo (mg):,29,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.02,
26,Niacina (mg):,0.4,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,18,
29,Vitamina E (mg):,,
