0,1
Grassi saturi totali,14.94
C4:0\÷C10:0 (laurico),3.87
C12:0 (laurico),1.15
C14:0 (miristico),2.76
C16:0 (palmitico),5.15
C18:0 (stearico),1.48
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,4.62
C14:1 (miristoleico),
C16:1 (palmitoleico),0.38
C18:1 (oleico),3.97
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,0.59
C18:2 W6 (linoleico),0.32
C18:3 W3 (linolenico),0.26
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.00
