Minerali,per porzione,% RDA
Calcio,"63,7 mg","6,4 %"
Rame,"0,3 mg","26,2 %"
Ferro,"3,4 mg","22,7 %"
Magnesio,"56,4 mg","18,8 %"
Manganese,"0,4 mg","18,3 %"
Fosforo,"85,8 mg","12,3 %"
Potassio,"504,7 mg","25,2 %"
Selenio,"< 0,1 mg","3,3 %"
Zinco,"0,4 mg","6,0 %"
