Valori nutrizionali,per porzione,% RDA
Valore calorico,308 kcal 1.290 kJ,"15,4 %"
Grassi,"8,0 g","12,3 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"50,0 g","18,7 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"78,0 g","106,8 %"
Fibre alimentari,"0,0 g","0,0 %"
