Valori nutrizionali,per porzione,% RDA
Valore calorico,206 kcal 862 kJ,"10,3 %"
Grassi,"10,3 g","15,8 %"
Grassi saturi,"2,3 g","10,3 %"
Grassi monoinsaturi,"4,5 g","15,4 %"
Grassi polinsaturi,"1,9 g","12,9 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"26,4 g","36,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"94,4 mg","314,6 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"106,7 g","5,3 %"
