Minerali,per porzione,% RDA
Calcio,"350,4 mg","35,0 %"
Rame,"< 0,1 mg","2,7 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"36,8 mg","12,3 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"274,4 mg","39,2 %"
Potassio,"445,9 mg","22,3 %"
Selenio,"< 0,1 mg","21,2 %"
Zinco,"1,0 mg","14,4 %"
