Valori nutrizionali,per porzione,% RDA
Valore calorico,789 kcal 3.304 kJ,"39,5 %"
Grassi,"26,5 g","40,8 %"
Grassi saturi,"12,0 g","54,4 %"
Grassi monoinsaturi,"10,6 g","36,5 %"
Grassi polinsaturi,"3,6 g","24,3 %"
Carboidrati,"116,1 g","43,3 %"
Zuccheri,"10,5 g","21,1 %"
Proteine,"21,6 g","29,6 %"
Fibre alimentari,"7,2 g","2,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"8,8 g","0,4 %"
