Minerali,per porzione,% RDA
Calcio,"47,9 mg","4,8 %"
Rame,"0,2 mg","16,0 %"
Ferro,"0,8 mg","5,2 %"
Magnesio,"38,6 mg","12,9 %"
Manganese,"0,7 mg","37,2 %"
Fosforo,"94,4 mg","13,5 %"
Potassio,"498,8 mg","24,9 %"
Selenio,"< 0,1 mg","8,0 %"
Zinco,"0,8 mg","11,2 %"
