Minerali,per porzione,% RDA
Calcio,"62,6 mg","6,3 %"
Rame,"0,4 mg","42,3 %"
Ferro,"4,5 mg","30,3 %"
Magnesio,"62,6 mg","20,9 %"
Manganese,"0,6 mg","27,8 %"
Fosforo,"123,5 mg","17,6 %"
Potassio,"586,4 mg","29,3 %"
Selenio,"< 0,1 mg","78,9 %"
Zinco,"5,0 mg","70,8 %"
