Minerali,per porzione,% RDA
Calcio,"38,1 mg","3,8 %"
Rame,"0,1 mg","14,2 %"
Ferro,"0,6 mg","3,8 %"
Magnesio,"14,1 mg","4,7 %"
Manganese,"0,3 mg","16,6 %"
Fosforo,"85,5 mg","12,2 %"
Potassio,"166,1 mg","8,3 %"
Selenio,"< 0,1 mg","20,0 %"
Zinco,"0,7 mg","10,5 %"
