,0,1,2
1,Parte edibile (%):,42,
2,Acqua (g):,4.5,
3,Proteine (g):,13.8,
4,Lipidi(g):,64.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,6.1,
7,Amido (g):,1.8,
8,Zuccheri solubili (g):,4.1,
9,Fibra totale (g):,8.1,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,655,
14,Energia (kJ):,2740,
15,Sodio (mg):,11,
16,Potassio (mg):,466,
17,Ferro (mg):,3.3,
18,Calcio (mg):,150,
19,Fosforo (mg):,322,
20,Magnesio (mg):,160,
21,Zinco (mg):,2,
22,Rame (mg):,1.3,
23,Selenio (µg):,2,
24,Tiamina (mg):,0.51,
25,Riboflavina (mg):,0.1,
26,Niacina (mg):,2.8,
27,Vitamina A retinolo eq. (µg):,30,
28,Vitamina C (mg):,4,
29,Vitamina E (mg):,15,
