Minerali,per porzione,% RDA
Calcio,"6,8 mg","0,7 %"
Rame,"< 0,1 mg","8,1 %"
Ferro,"2,2 mg","14,7 %"
Magnesio,"29,7 mg","9,9 %"
Manganese,"< 0,1 mg","1,0 %"
Fosforo,"329,4 mg","47,1 %"
Potassio,"402,3 mg","20,1 %"
Selenio,"< 0,1 mg","164,3 %"
Zinco,"3,4 mg","49,0 %"
