0,1
Grassi saturi totali,3.35
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.31
C16:0 (palmitico),2.71
C18:0 (stearico),0.31
C20:0 (arachidico),
C22:0 (beenico),0.00
Grassi monoinsaturi totali,1.51
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.22
C18:1 (oleico),0.95
C20:1 (eicosaenoico),0.09
C22:1 (erucico),0.09
Grassi polinsaturi totali,3.20
C18:2 W6 (linoleico),0.15
C18:3 W3 (linolenico),0.09
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),0.80
C22:6 W3 (docosaesaenoico - DHA),2.15
Rapporto Polinsaturi/Saturi,1.00
