Minerali,per porzione,% RDA
Calcio,"72,0 mg","7,2 %"
Rame,"0,1 mg","10,4 %"
Ferro,"2,4 mg","16,3 %"
Magnesio,"28,0 mg","9,3 %"
Manganese,"0,3 mg","14,8 %"
Fosforo,"124,0 mg","17,7 %"
Potassio,"402,0 mg","20,1 %"
Selenio,"< 0,1 mg","63,3 %"
Zinco,"1,1 mg","15,7 %"
