0,1
Grassi saturi totali,2.84
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.12
C16:0 (palmitico),1.56
C18:0 (stearico),1.12
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,2.41
C14:1 (miristoleico),0.04
C16:1 (palmitoleico),0.30
C18:1 (oleico),2.01
C20:1 (eicosaenoico),0.03
C22:1 (erucico),0.00
Grassi polinsaturi totali,2.48
C18:2 W6 (linoleico),1.62
C18:3 W3 (linolenico),0.11
C20:4 W6 (arachidonico),0.44
C20:5 W3 (eicosapentaenoico - EPA),0.03
C22:6 W3 (docosaesaenoico - DHA),0.13
Rapporto Polinsaturi/Saturi,0.90
