Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,?,"2,69 g","11,9 g","11,9 g","15,4 g"
Carboidrati,?,"12,3 g","7,16 g","7,16 g","6,1 g"
Proteine,?,"3,88 g",10 g,10 g,"7,89 g"
