Valori nutrizionali,per porzione,% RDA
Valore calorico,371 kcal 1.551 kJ,"18,5 %"
Grassi,"8,9 g","13,7 %"
Grassi saturi,"1,7 g","7,7 %"
Grassi monoinsaturi,"2,2 g","7,6 %"
Grassi polinsaturi,"2,3 g","15,4 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"67,6 g","92,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"193,0 mg","643,3 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"304,6 g","15,2 %"
