Minerali,per porzione,% RDA
Calcio,"412,4 mg","41,2 %"
Rame,"0,1 mg","11,2 %"
Ferro,"0,3 mg","2,0 %"
Magnesio,"75,6 mg","25,2 %"
Manganese,"< 0,1 mg","2,2 %"
Fosforo,"285,5 mg","40,8 %"
Potassio,"434,3 mg","21,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,5 mg","7,7 %"
