Valori nutrizionali,per porzione,% RDA
Valore calorico,16 kcal 69 kJ,"0,8 %"
Grassi,"0,6 g","1,0 %"
Grassi saturi,"0,2 g","0,9 %"
Grassi monoinsaturi,"0,2 g","0,8 %"
Grassi polinsaturi,"0,1 g","1,0 %"
Carboidrati,"2,6 g","1,0 %"
Zuccheri,"0,2 g","0,4 %"
Proteine,"< 0,1 g","0,1 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"1,9 g","< 0,1 %"
