0,1,2
Calorie,kcal,587.0
Calorie,kj,2456.0
Grassi,g,49.41
Carboidrati,g,27.57
Proteine,g,17.56
Fibre,g,2.0
Acqua,g,2.96
Ceneri,g,2.5
Minerali,,
Calcio,mg,43.0
Sodio,mg,15.0
Fosforo,mg,457.0
Potassio,mg,546.0
Ferro,mg,5.03
Magnesio,mg,258.0
Zinco,mg,5.16
Rame,mg,2.19
Manganese,mg,0.815
Selenio,mcg,11.5
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,0.0
"Vitamina A, RAE",mcg_RAE,0.0
Tiamina (Vit. B1),mg,0.312
Riboflavina (Vit. B2),mg,0.187
Niacina (Vit. B3),mg,1.599
Acido Pantotenico (Vit. B5),mg,1.2009999999999998
Piridossina (Vit. B6),mg,0.252
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,68.0
"Folato, DFE",mcg_DFE,68.0
"Folati, totali",mcg,68.0
Cobalamina (Vit. B12),mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,29.122
"Acidi grassi, polinsaturi",g,8.354
"Acidi grassi, saturi",g,9.763
Colesterolo,mg,0.0
Grassi saturi,,
8:0,g,0.14
10:0,g,0.14
12:0,g,0.836
14:0,g,0.37
16:0,g,4.638999999999999
18:0,g,3.168
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.33899999999999997
18:1 indifferenziato,g,28.579
20:1,g,0.14800000000000002
Grassi polinsaturi,,
18:2 indifferenziato,g,8.166
18:3 indifferenziato,g,0.171
Aminoacidi,,
Acido aspartico,g,1.7269999999999999
Acido glutammico,g,4.159
Alanina,g,0.805
Arginina,g,1.9980000000000002
Cistina,g,0.325
Fenilalanina,g,0.9079999999999999
Glicina,g,0.9209999999999999
Isoleucina,g,0.838
Istidina,g,0.457
Leucina,g,1.475
Lisina,g,0.938
Metionina,g,0.315
Prolina,g,0.792
Serina,g,0.9740000000000001
Tirosina,g,0.563
Treonina,g,0.679
Triptofano,g,0.272
Valina,g,1.193
Altro,,
Alcol etilico,g,0.0
