Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Fruit juices and nectars,Succo e nettare,Fruit-based beverages,Plant-based beverages,Non-Alcoholic beverages,Bevande,Cibi e bevande a base vegetale
Grassi,0 g,"-100%0,026 g","-100%0,03 g","-100%0,042 g","-100%0,874 g","-100%0,604 g","-100%0,527 g","-100%9,61 g"
- Acidi Grassi saturi,0 g,"-100%0,005 g","-100%0,005 g","-100%0,008 g","-100%0,135 g","-100%0,133 g","-100%0,118 g","-100%2,12 g"
Carboidrati,10 g,"-16%11,9 g",-17%12 g,"-16%11,9 g","+8%9,27 g","+20%8,35 g","+11%9,03 g","-77%43,9 g"
- Zuccheri,10 g,"-11%11,2 g","-11%11,2 g","-11%11,2 g","+23%8,14 g","+33%7,52 g","+24%8,07 g","+14%8,81 g"
Fibra alimentare,"0,7 g","-7%0,752 g","-7%0,755 g","-6%0,748 g","+17%0,597 g","+75%0,4 g","+52%0,46 g","-83%4,06 g"
Proteine,"0,8 g","+161%0,307 g","+175%0,291 g","+203%0,264 g","-5%0,838 g","+5%0,761 g","+7%0,745 g",-89%7 g
Sale,0 g,"-100%0,007 g","-100%0,007 g","-100%0,006 g","-100%0,05 g","-100%0,177 g","-100%0,136 g","-100%0,533 g"
Sodio,0 g,"-100%0,003 g","-100%0,003 g","-100%0,002 g","-100%0,02 g","-100%0,07 g","-100%0,054 g","-100%0,21 g"
Vitamina C (Acido ascorbico),32 mg,?,?,?,?,?,?,?
Nutrition score - France,4,"-58%9,42","-59%9,8","-62%10,5","-30%5,75","-37%6,33","-43%6,99","+3%3,87"
Nutri-Score,C,E,E,E,D,D,D,C
