Valori nutrizionali,per porzione,% RDA
Valore calorico,172 kcal 720 kJ,"8,6 %"
Grassi,"2,6 g","3,9 %"
Grassi saturi,"0,7 g","3,0 %"
Grassi monoinsaturi,"0,7 g","2,5 %"
Grassi polinsaturi,"0,8 g","5,1 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"35,1 g","48,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"95,5 mg","318,3 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"151,0 g","7,6 %"
