Valori nutrizionali,per porzione,% RDA
Valore calorico,170 kcal 712 kJ,"8,5 %"
Grassi,"0,0 g","0,0 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"5,6 g","2,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,1 g","0,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,0 g","0,0 %"
Acqua,"172,6 g","8,6 %"
