Valori nutrizionali,per porzione,% RDA
Valore calorico,707 kcal 2.959 kJ,"35,3 %"
Grassi,"46,6 g","71,7 %"
Grassi saturi,"8,9 g","40,5 %"
Grassi monoinsaturi,"19,8 g","68,2 %"
Grassi polinsaturi,"16,5 g","109,9 %"
Carboidrati,"65,6 g","24,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"20,7 g","28,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"5,8 mg","19,5 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"9,6 g","0,5 %"
