0,1
Grassi saturi totali,0.43
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.02
C16:0 (palmitico),0.23
C18:0 (stearico),0.16
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,0.37
C14:1 (miristoleico),0.01
C16:1 (palmitoleico),0.04
C18:1 (oleico),0.30
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,0.38
C18:2 W6 (linoleico),0.21
C18:3 W3 (linolenico),0.01
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),0.04
Rapporto Polinsaturi/Saturi,0.90
