Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (30 g)
Grassi,"4,45 g","1,34 g"
Carboidrati,"10,3 g","3,09 g"
Proteine,"2,89 g","0,867 g"
