Valori nutrizionali,per porzione,% RDA
Valore calorico,168 kcal 703 kJ,"8,4 %"
Grassi,"3,4 g","5,2 %"
Grassi saturi,"2,4 g","10,9 %"
Carboidrati,"26,0 g","9,7 %"
Zuccheri,"26,0 g","52,0 %"
Proteine,"7,2 g","9,9 %"
Sale,"0,2 g","3,3 %"
