Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Fruit jams,Jams,Fruit preserves,Plant-based spreads,Fruits based foods,Fruits and vegetables based foods,Sweet spreads,Spreads,Breakfasts,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,?,"0,079 g","0,068 g","0,059 g","6,07 g","0,528 g","1,84 g","12,7 g","27,2 g","12,1 g","10,7 g","9,61 g"
Carboidrati,?,"46,7 g","47,4 g","47,9 g","43,7 g","41,3 g","29,5 g",58 g,"44,9 g","60,7 g","47,6 g","43,9 g"
Proteine,?,"0,413 g","0,382 g","0,331 g","3,25 g","1,14 g","2,34 g","2,85 g","3,55 g","5,47 g","7,76 g",7 g
