Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Mozzarella,Pasta filata,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,?,"19,5 g","19,7 g","19,7 g","20,7 g","11,9 g","11,9 g","15,4 g"
Carboidrati,?,"0,98 g","3,26 g","1,43 g","2,46 g","7,16 g","7,16 g","6,1 g"
Proteine,?,"16,5 g","15,2 g","15,8 g",16 g,10 g,10 g,"7,89 g"
