0,1,2
Calorie,kcal,15.0
Calorie,kj,62.0
Grassi,g,0.15
Carboidrati,g,2.87
Proteine,g,1.36
Fibre,g,1.3
Zuccheri,g,0.78
Acqua,g,94.98
Amido,g,0.0
Ceneri,g,0.62
Minerali,,
Calcio,mg,36.0
Sodio,mg,28.0
Fosforo,mg,29.0
Potassio,mg,194.0
Ferro,mg,0.86
Magnesio,mg,13.0
Zinco,mg,0.18
Rame,mg,0.028999999999999998
Manganese,mg,0.25
Selenio,mcg,0.6
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,7405.0
Betaina,mg,0.2
"Vitamina A, RAE",mcg_RAE,370.0
Tiamina (Vit. B1),mg,0.07
Riboflavina (Vit. B2),mg,0.08
Niacina (Vit. B3),mg,0.375
Acido Pantotenico (Vit. B5),mg,0.134
Piridossina (Vit. B6),mg,0.09
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,38.0
"Folato, DFE",mcg_DFE,38.0
"Folati, totali",mcg,38.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,9.2
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,0.22
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,126.3
Colina totale (Vit. J),mg,13.6
"Carotene, beta",mcg,4443.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,1730.0
Tocoferolo beta,mg,0.0
Tocoferolo gamma,mg,0.41
Tocoferolo delta,mg,0.02
Zuccheri,,
Destrosio,g,0.36
Fruttosio,g,0.43
Galattosio,g,0.0
Lattosio,g,0.0
Maltosio,g,0.0
Saccarosio,g,0.0
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.006
"Acidi grassi, polinsaturi",g,0.08199999999999999
"Acidi grassi, saturi",g,0.02
Colesterolo,mg,0.0
Fitosteroli,mg,38.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.0
16:0,g,0.018000000000000002
18:0,g,0.002
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.002
18:1 indifferenziato,g,0.005
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.024
18:3 indifferenziato,g,0.057999999999999996
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.142
Acido glutammico,g,0.182
Alanina,g,0.055999999999999994
Arginina,g,0.071
Cistina,g,0.016
Fenilalanina,g,0.055
Glicina,g,0.057
Isoleucina,g,0.084
Istidina,g,0.022000000000000002
Leucina,g,0.079
Lisina,g,0.084
Metionina,g,0.016
Prolina,g,0.048
Serina,g,0.039
Tirosina,g,0.032
Treonina,g,0.059000000000000004
Triptofano,g,0.009000000000000001
Valina,g,0.07
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
