Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Dolce,Sugary snacks
Grassi,0 g,"-100%14,8 g","-100%22,3 g"
- Acidi Grassi saturi,0 g,"-100%8,59 g","-100%10,9 g"
Carboidrati,75 g,"+12%66,7 g","+28%58,8 g"
Proteine,?,5 g,"7,15 g"
